episode_run_time,first_air_date,networks,number_of_seasons,original_name,production_companies,firstStar,secondStar,thirdStar,writer,director,musician,genre1,genre2,createdBy,air_time,adaptation,year
130.0,10/8/2012 0:00,atv,3,Karadayı,ay yapım,Kenan İmirzalıoğlu,Bergüzar Korel,Çetin Tekindor,"sema ergenekon ,eylem canpolat",uluç bayraktar,toygar işıklı,Family,Action & Adventure,kerem çatay,20,0.0,2012
90.0,9/27/2012,Kanal D,1,Veda,med yapım,Mehmet Aslantuğ,Fahriye Evcen,Maral Üner,sündüz haşar,merve girgin,zülfü livaneli,Drama,History,fatih aksoy,20,0.0,2012
90.0,9/14/2012 0:00,TRT 1,1,Şubat,eflatun film,Damla Sönmez,Hande Doğandemir,Melisa Sözen,"funda alp, onur ünlü",volkan kocatürk,ayşe önder,Mystery,Crime,onur ünlü,20,0.0,2012
90.0,9/14/2012,Kanal D,1,Kayıp Şehir,d productions,Gökçe Bahadır,Nik Xhelilaj,İlker Kaleli,"yıldırım türker,murat uyurkulak,seray şahiner,tuğrul eryılmaz,yelda eroğlu",cevdet mercan,sezen aksu,Drama,Family,e. ayşe durmaz,20,0.0,2012
90.0,10/9/2012,FOX,1,Merhaba Hayat,med yapım,Vahide Perçin,Yetkin Dikinciler,Keremcem,deniz büyükkirli,hülya bilban,"ercüment orkut,mehmet cem tuncer,nail yurtsever",Drama,Medical,fatih aksoy,20,1.0,2012
90.0,9/30/2012,FOX,1,Harem,tükenmezkalem film,Levent Üzümcü,Nurseli İdiz,Belma Canciğer,gani müjde,süleyman seçik,alpay göltekin,sit-com,Comedy,gani müjde,20,0.0,2012
80.0,3/12/2012,TRT 1,2,Bir Zamanlar Osmanlı,herşey film,Türkan Şoray,Özcan Deniz,Tolga Karel,"ertan kurtulan,hilal yıldız,gürsel korat,abdullah akın",altan dönmez,alpay göltekin,History,Drama,burhan özkan,20,0.0,2012
120.0,1/13/2012 0:00,Kanal D,4,Yalan Dünya,d productions,Altan Erkekli,Füsun Demirel,Olgun Şimşek,gülse birsel,jale atabey,nil karaibrahimgil,Family,Comedy,gülse birsel,20,0.0,2012
60.0,1/24/2012 0:00,TRT 1,7,Seksenler,mint production,Rasim Öztekin,Özlem Türkad,Soray Uzun,murat aras,bora tekay,"aydın sarman ,burcu güven",Comedy,Family,birol güven,19.5,0.0,2012
90.0,2/19/2012 0:00,atv,2,Uçurum,süreç film,Lavigna Longhi,Denise Capezze,Selçuk Yöntem,kerem deren,ali bilgin,alp yenier,Drama,Crime,"ali gündoğdu,i̇nci gündoğdu",20,0.0,2012
90.0,8/26/2012,Kanal D,1,Kötü Yol,gold film,Cansel Elçin,Şükran Ovalı,İlker Aksum,"hürer ebeoglu, zülküf yücel",nisan akman,mazlum çimen,Drama,No second genre,faruk turgut,20,1.0,2012
90.0,9/16/2011,atv,2,Alemin Kıralı,süreç film,Oya Başar,Şafak Sezer,Evrim Akın,"kemal kenan ergen ,kamuran süner",derya yaruç,"kadıköy acil, sancak, rapozof",Comedy,sit-com,"ali gündoğdu, i̇nci gündoğdu",20,0.0,2011
90.0,8/10/2011,atv,1,Aşağı Yukarı Yemişlililer,bkm mutfak,Şahin Irmak,Bülent Emrah Parlak,Murat Eken,"gülhan tekin, şahin irmak, bülent emrah parlak, murat eken, büşra pekin",şahin altuğ,tamer çıray,Comedy,No second genre,şahin altuğ,20,0.0,2011
90.0,3/25/2011,atv,1,Tövbeler Tövbesi,limon film,Tuba Ünsal,Cemal Toktaş,Keremcem,"zülküf yücel,hürer ebeoğlu",aydın bulut,tamer çıray,Drama,Romantic,hayri aslan,20,0.0,2011
90.0,9/7/2011,Kanal D,2,Kuzey Güney,ay yapım,Kıvanç Tatlıtuğ,Öykü Karayel,Buğra Gülsoy,"ece yörenç ,melek gençoglu",hilal saral,toygar işıklı,Drama,Action & Adventure,kerem çatay,20,0.0,2011
90.0,1/6/2011 0:00,Show TV,4,Muhteşem Yüzyıl,tims productions,Halit Ergenç,Meryem Uzerli,Nur Fettahoğlu,"meral okay ,yılmaz şahin",taylan biraderler,"fahir atakoğlu, aytekin ataş, soner akalın",Drama,History,timur savcı,20,0.0,2011
120.0,1/14/2011 0:00,Show TV,2,Adını Feriha Koydum,med yapım,Hazal Kaya,Çağatay Ulusoy,Vahide Perçin,"melis civelek, sırma yanık",merve girgin,"nail yurtsever, cem tuncer",Drama,Romantic,fatih aksoy,20,0.0,2011
85.0,2/9/2011 0:00,TRT 1,3,Leyla ile Mecnun,eflatun film,Ali Atay,Serkan Keskin,Ahmet Mümtaz Taylan,burak aksak,onur ünlü,mehmet erdem,Comedy,Drama,onur ünlü,22,0.0,2011
80.0,4/5/2011 0:00,Kanal D,1,Üsküdar'a Giderken,eflatun film,Tülin Özen,Murat Cemcir,Erkan Can,selçuk aydemir,selçuk aydemir,kerem cakiroglu,Comedy,No second genre,selçuk aydemir,20,0.0,2011
90.0,9/8/2011 0:00,Kanal D,2,Fatmagül'ün Suçu Ne?,ay yapım,Beren Saat,Engin Akyürek,Firat Celik,"ece yörenç ,melek gençoglu",hilal saral,toygar işıklı,Drama,No second genre,vedat türkali,20,1.0,2011
90.0,9/9/2011 0:00,Kanal D,1,Bir Çocuk Sevdim,tmc,Çetin Tekindor,Gülcan Arslan,Hakan Kurtaş,"gaye boralıoğlu, sema ali erol, figen şakacı, emine algan, ümit kıvanç",cevdet mercan,"mehmet cem tuncer,nail yurtsever",Drama,Family,timur savcı,20,0.0,2011
105.0,9/17/2011 0:00,Star TV,2,İffet,gold film,Deniz Çakır,İbrahim Çelikkol,Zuhal Olcay,"can sinan ,zehra güleray",faruk teber,"mehmet andiçen ,barış aryay",Drama,No second genre,zülküf yücel,20,1.0,2011
140.0,11/8/2011 0:00,atv,2,Hayat Devam Ediyor,boyut film,Fikret Kuşkan,Şenay Gürler,Menderes Samancılar,mahsun kırmızıgül,mahsun kırmızıgül,mahsun kırmızıgül,Drama,Family,murat tokat,20,0.0,2011
90.0,1/6/2011 0:00,Kanal D,1,Şüphe,d productions,Selin Demiratar,Serkan Altunorak,Ismail Hacioglu,"hürer ebeoglu, zülküf yücel",abdullah oğuz,kıraç,Crime,Drama,tarkan karlıdağ,20,0.0,2011
90.0,8/8/2011,TRT 1,2,Yamak Ahmet,okur film,Ferit Aktuğ,Kemal Uçar,Başak Parlak,"tanıl arayancan, tufan gündüz, aslı alabaz pehlivan, ramazan demirli, eda tezcan",tuba german,kıraç,History,Drama,ahmet okur,20,0.0,2011
80.0,10/19/2011,TRT 1,1,Mavi Kelebekler,sinevizyon,Alma Terzic,Burak Hakkı,Oya Okar,ümit demiray,metin balekoğlu,kıraç,Drama,War & Politics,rezzan diniz,20,0.0,2011
60.0,9/12/2011,atv,1,Al Yazmalım,ay yapım,Seçkin Özdemir,Özge Özpirinçci,Barış Falay,mahinur ergun,nisan akman,toygar işıklı,Drama,Romantic,kerem çatay,20,0.0,2011
100.0,9/25/2011,TRT 1,3,Avrupa Avrupa,mia yapım,Tarık Papuççuoğlu,Selen Seyven,Burak Serdar Şanal,"fethi kantarcı,saygın delibaş,barkın şenüren",şafak bal,"alper atakan,mehmet erdem",sit-com,Comedy,banu akdeniz,20,0.0,2011
90.0,2/26/2011,Star TV,1,İzmir Çetesi,pastel film,Kadir İnanır,Kenan Ece,Mustafa Üstündağ,alican yaraş,murat şeker,ceyda pirali,Comedy,No second genre,yaşar i̇rvül,20,0.0,2011
90.0,9/16/2011,atv,2,Alemin Kralı,süreç film,Oya Başar,Şafak Sezer,Evrim Akın,"kemal kenan ergen ,kamuran süner",derya yaruç,günay ünsal,Comedy,sit-com,"ali gündoğdu,i̇nci gündoğdu",20,0.0,2011
90.0,10/2/2011,Kanal D,3,Umutsuz Ev Kadınları,"med yapım,abc studios",Songül Öden,Bennu Yıldırımlar,Ceyda Düvenci,"meryem gür,gül gürsoy,yelda eroğlu",özlem bayşu ünlü,"ayşe önder,ümit önder",Comedy,Crime,fatih aksoy,20,1.0,2011
120.0,10/25/2011,Show TV,3,Pis Yedili,tükenmezkalem film,Ayşegül Aldinç,Turan Özdemir,Kadir Doğulu,"tufan karaköse,gani müjde",asli atakuru,"tamer ciray,murat özdemir",Comedy,No second genre,selim aydogdu,20,0.0,2011
120.0,12/10/2011,Kanal D,1,Keşanlı Ali Destanı,d productions,Nejat İşler,Belçim Bilgin,Turgut Tuncalp,"özen yula, zeynep özlem havuzlu, hale akınlı",çağan irmak,"aria, bora ebeoğlu, cengiz onural, cenk erdoğan, ceyda pirali, yalçın tura",Drama,War & Politics,emel s. aksoy,20,1.0,2011
90.0,7/11/2011,atv,1,Kurşun Bilal,j plan,Gökhan Mumcu,Arda Kural,Leyla Göksun,hasan karacadağ,hasan karacadağ,alpay göltekin,Drama,Action,hasan karacadağ,20,0.0,2011
100.0,2/9/2011,FOX,2,Canan,koliba film,Gamze Özçelik,Özlem Conker,Erdinç Gülener,"orçun okşan, mert meriçli, nilüfer zeynep özçelik, yelda eroğlu",bahadır i̇nce,nail yurtsever,Drama,No second genre,ata türkoğlu,20,0.0,2011
90.0,9/30/2011,TNT,1,Dedektif Memoli,süreç film,Emre Kızılırmak,Burcu Esmersoy,Özlem Yılmaz,tayfun güneyer,tayfun güneyer,ali otyam,Action,Crime,ali gündoğdu,20,0.0,2011
90.0,3/15/2010,Show TV,2,Türk Malı,kuzey production,Şafak Sezer,Binnur Kaya,Hazal Şenel,tayfun güneyer,tayfun güneyer,"gokdeniz karayaka, rapozof",Comedy,No second genre,"ali gündoğdu, mehmet yiğit alp",20,0.0,2010
90.0,8/9/2010,FOX,3,Yer Gök Aşk,avşar film,Birce Akalay,Murat Ünalmış,Burak Hakkı,"sema ergenekon,eylem canpolat,berfu soner",canan çelik,aytekin ataş,Drama,Romantic,şükrü avşar,20,1.0,2010
90.0,7/14/2010,Kanal D,2,Küçük Sırlar,tims productions,Sinem Kobal,Burak Özçivit,Merve Boluğur,"nukret bıçakçı, aylin alıveren",cevriye demir,teoman,Drama,No second genre,timur savcı,20,0.0,2010
90.0,7/5/2010,atv,2,Şen Yuva,bkm,Ceyda Düvenci,Levent Üzümcü,Ayşegül Atik,"emrah serbes, emrah sinanoğlu",hakan algül,febyo tasel,Comedy,Family,necati akpınar,20,0.0,2010
90.0,9/17/2010,Show TV,1,Deli Saraylı,süreç film,Perran Kutman,Çetin Tekindor,Köksal Engür,gökhan karagülle,gani müjde,febyo tasel,Comedy,History,ali gündoğdu,20,0.0,2010
95.0,1/1/2010,atv,1,Bitmeyen Şarkı,gold film,Bergüzar Korel,Bülent İnal,Tuncer Salman,"deniz akcay katiksiz, özen rodop,  onur ugras",sadullah celen,febyo tasel,Drama,Romantic,faruk turgut,20,0.0,2010
100.0,8/20/2010,Star TV,1,Umut Yolcuları,erler film,Zuhal Olcay,Yetkin Dikinciler,Haluk Piyes,ahmet yurdakul,ümmü burhan,murat evgin,Crime,No second genre,türker i̇nanoğlu,20,0.0,2010
90.0,2/6/2010,atv,2,Gönülçelen ,asis yapım,Tuba Büyüküstün,Cansel Elçin,Onur Saylak,"gül dirican, sertaç ergin, ali demir, muharrem buhara",cevdet mercan,i̇skender paydaş,Comedy,Drama,tomris giritlioğlu,20,0.0,2010
91.0,9/14/2010 0:00,FOX,4,Lale Devri,avşar film,Tolgahan Sayışman,Selen Soyder,Kenan Bal,"şebnem çıtak ,eylem canpolat ,sema ergenekon ,banu tekcan ,devrim yıldız özdemir",murat düzgünoğlu,i̇skender paydaş,Drama,No second genre,şükrü avşar,20,0.0,2010
75.0,7/8/2010 0:00,Kanal D,3,Kanıt,ans production,Sevil Atasoy,Ece Güzel,Engin Benli,ahmet saatçioğlu,biray dalkıran,"cem yildiz, cenk sanlioğlu",Action,Crime,abdullah oğuz,23,0.0,2010
75.0,9/19/2010 0:00,Star TV,4,Behzat Ç.: Bir Ankara Polisiyesi,"inter medya,adam film",Erdal Beşikçioğlu,Güven Kıraç,Nejat İşler,ercan mehmet erdem,serdar akar,pilli bebek,Drama,War & Politics,emrah serbes,20,0.0,2010
100.0,9/17/2010 0:00,Kanal D,3,Öyle Bir Geçer Zaman Ki,d productions,Ayça Bingöl,Erkan Petekkaya,Aras Bulut İynemli,coşkun irmak,zeynep günay tan,mehmet cem tuncer,Drama,Family,zeynep günay tan,20,0.0,2010
90.0,7/16/2010 0:00,atv,2,Yahşi Cazibe,süreç film,Hakan Yılmaz,Aslıhan Gürbüz,Gökçe Özyol,"gani müjde ,özlem aybek ,emre bülbül",bora onur,"kadıköy acil, ropozof",Family,Comedy,gani müjde,20,0.0,2010
90.0,1/5/2010 0:00,atv,2,Aşk ve Ceza,tmc,Tomris İncer,Murat Yıldırım,Nurgül Yeşilçay,"mehmet bilal, murat lütfü, yildiz tunç, ethem yekta",osman albayrak,kıraç,Drama,Romantic,tomris giritlioğlu,20,0.0,2010
90.0,12/23/2009,Star TV,1,Makber,pana film,Seda Bakan,Devrim Nas,Gamze Karaman,"şebnem askoy, ozan aksungur, umut açıkalın",kemal uzun,cem erman,Drama,Romantic,raci şaşmaz,20,0.0,2009
90.0,9/14/2009,Star TV,1,Kül ve Ateş,asis film,Serhat Tutumluer,Başak Köklükaya,Hakan Balamir,"hale çalap demiray, feza doğru, rüya i̇şçileri, ayhan sonyürek",cemile kırmızı karadaş,toygar işıklı,Drama,No second genre,"ilgaz giritlioglu, bahadir atay",20,0.0,2009
105.0,9/28/2009 0:00,atv,2,Ezel,ay yapım,Kenan İmirzalıoğlu,Cansu Dere,Yiğit Özşener,kerem deren,uluç bayraktar,toygar işıklı,Crime,Drama,uluç bayraktar,20,1.0,2009
90.0,9/4/2009 0:00,Kanal D,2,Hanımın Çiftliği,gold film,Özgü Namal,Mehmet Aslantuğ,Caner Cindoruk,zülküf yücel,faruk teber,"mazlum çimen,saki çimen",Drama,Romantic,faruk turgut,20,1.0,2009
90.0,8/25/2009 0:00,FOX,2,Ömre Bedel,gold film,Murat Han,Begüm Birgören,Mehmet Ali Nuroğlu,"deniz akçay,onur uğraş,armağan gülşahin",nihat durak,aytekin ataş,Drama,Romantic,faruk turgut,22,0.0,2009
90.0,5/25/2009 0:00,Kanal D,2,Bir Bulut Olsam,tims productions,Melisa Sözen,Engin Akyürek,Engin Altan Düzyatan,meral okay,ulaş i̇naç,aytekin ataş,Drama,No second genre,timur savcı,21,0.0,2009
90.0,1/1/2009 0:00,Show TV,2,Melekler Korusun,tims productions,Hümeyra Akbay,Avni Yalçin,Rojda Demirer,"eylem canpolat, sema ergenekon",cevriye demir,halil kurt,Comedy,Drama,timur savcı,20,0.0,2009
90.0,7/1/2009,atv,2,Unutulmaz,stil medya,Serhan Yavaş,Sinem Öztufan,Özlem Yılmaz,"haldun ünsal, i̇hsan aydın",ersoy güler,halil kurt,Drama,No second genre,ahmet bayram,20,0.0,2009
90.0,1/6/2009,Star TV,4,Papatyam,mint production,Metin Akpınar,Nilgün Kasapbaşoğlu,Deniz Oral,murat aras,bora tekay,aydin sarman,Comedy,Family,birol güven,20,0.0,2009
90.0,7/8/2009,Kanal D,3,Geniş Aile,d productions,Ufuk Özkan,Fırat Tanış,Rasim Öztekin,cüneyt i̇nay,ömer uğur,gripin,Comedy,Family,"ahmet kayumtu, lale eren",20,0.0,2009
70.0,10/13/2009 0:00,Show TV,1,Bu Kalp Seni Unutur Mu?,asis yapım,Berrak Tüzünataç,Engin Hepileri,Okan Yalabık,nilgün öneş,aydın bulut,irsad aydin,Drama,War & Politics,tomris giritlioğlu,20,0.0,2009
80.0,6/17/2009,atv,1,Altın Kızlar,play prodüksiyon,Hülya Koçyiğit,Türkan Şoray,Fatma Girik,"şebnem çıtak, feride çiçekoğlu",levent demirkale,"mehmet can erdogan, okan samil",Comedy,No second genre,armağan çağlayan,20,1.0,2009
90.0,5/26/2008,Star TV,1,Baba Ocağı,sinetel film,Engin Şenkan,Ali Sürmeli,Ali İpin,"h. baykut badem, arzu birol, filiz ekinci, emin gürsoy",mustafa şevki doğan,aytekin ataş,Comedy,Family,i̇brahim mertoğlu,20,0.0,2008
90.0,7/2/2008,Kanal D,1,Cesaretin Var Mı Aşka,sinetel film,Engin Altan Düzyatan,Özge Özpirinçci,Tarık Papuççuoğlu,yann samuell,ömer uğur,jehan barbur,Drama,Comedy,hayri aslan,20,0.0,2008
90.0,11/18/2008,atv,2,Canım Ailem,tmc,Uğur Yücel,Ozan Güven,Şebnem Bozoklu,"selin tunç, nihat emültay, ceylan güleç, ayhan sonyürek",sadullah celen,"deniz tuzcuoglu,targan berk türe",Family,Comedy,erol avcı,20,0.0,2008
90.0,7/14/2008,Kanal D,5,Akasya Durağı,erler film,Zeki Alasya,Cezmi Baskın,Levent Ülgen,resul ertaş,yaşar seriner,aria,Comedy,Family,türker i̇nanoğlu,20,0.0,2008
90.0,7/18/2008,TRT 1,1,Mert ile Gert,plato film,Emre Altuğ,Ragga Oktay,Begüm Birgören,"mahinur ergun, kubilay tunçer",hakan algün,cagri ayyildiz,Comedy,No second genre,snian çetin,20,0.0,2008
30.0,10/2/2008 0:00,Turkmax,8,1 Kadın 1 Erkek,"ortaks yapim,avanti groupe",Emre Karayel,Demet Evgar,Hande Subaşı,"guy a. lepage , meriç acemi, aysin akbulut, itir arda, evrim aytas, murat disli, ali ercivan",müge turali,cagri ayyildiz,Comedy,Soap,mehmet altioklar,15,1.0,2008
80.0,5/13/2008,Star TV,2,Yol Arkadaşım,asis yapım,Özge Özberk,Polat Bilgin,Sinan Tuzcu,çağan irmak,irmak çığ,aria,Drama,Comedy,"ilgaz giritlioğlu, bahadır atay",20,0.0,2008
90.0,1/1/2008,TRT 1,1,Dur Yolcu,trt,Hazım Körmükçü,Selin Demiratar,Cem Kılıç,ömer erbil,hakan şahin,toygar işıklı,Drama,History,ahmet yenilmez,20,0.0,2008
84.0,9/4/2008 0:00,Kanal D,2,Aşk-ı Memnu,ay yapım,Selçuk Yöntem,Nebahat Çehre,Beren Saat,"ece yörenç ,melek gençoglu",hilal saral,toygar işıklı,Drama,Romantic,kerem çatay,20,1.0,2008
90.0,6/10/2008,Kanal D,3,Küçük Kadınlar,d productions,Özge Borak,Hande Soral,Fulya Zenginer,deniz akçay,hakan arslan,"kıraç, cem yıldız",Drama,No second genre,ayşe durmaz,20,1.0,2008
90.0,8/8/2008,atv,2,Doludizgin Yıllar,sinegraf,Yusuf Ömer Sınav,Selen Seyven,Arda Kural,"yigit güralp, aybars bora kahyaoglu",osman sınav,cem erman,Drama,No second genre,osman sınav,20,0.0,2008
100.0,1/1/2008 0:00,Star TV,1,Son Bahar,gold film,Ahmet Mümtaz Taylan,Erkan Petekkaya,Ayça Varlıer,melih cam,adnan güler,kıraç,Family,Drama,faruk turgut,20,0.0,2008
90.0,1/21/2008,Show TV,1,Pars: Narkoterör,sinegraf,İbrahim Çelikkol,Seda Bakan,Murat Ergun,"aybars bora kahyaoğlu, selman kılıçaslan, onur şener",metin günay,gökhan kırdar,Drama,Action & Adventure,osman sınav,20,0.0,2008
90.0,1/1/2008,TRT 1,1,Süper Babaanne,avşar film,Murat Kubilay,Asuman Dabak,Mustafa Uzunyılmaz,"gani müjde, gökhan karagülle",serkan kızıldağ,targan türe,Family,Comedy,şükrü avşar,20,0.0,2008
90.0,3/30/2008,atv,3,Benim Annem Bir Melek,bkm,Oya Başar,Tarık Ünlüoğlu,Dolunay Soysert,vasıf küçükoruç,hakan algül,targan türe,Comedy,Family,elif yakarçelik,20,0.0,2008
90.0,11/7/2008 0:00,atv,3,Adanalı,kuzey production,Mehmet Akif Alakurt,Oktay Kaynarca,Selin Demiratar,tayfun güneyer,tayfun güneyer,nail yurtsever,Action & Adventure,Crime,tayfun güneyer,20,0.0,2008
90.0,10/26/2007 0:00,Kanal D,2,Asi,asis yapım,Tuncel Kurtiz,Cemal Hünal,Tuba Büyüküstün,sebnem çitak,cevdet mercan,nail yurtsever,Drama,Romantic,tomris giritlioglu,20,0.0,2007
80.0,9/2/2007 0:00,Show TV,2,Dudaktan Kalbe,ay yapım,Özge Özder,Aslı Tandoğan,Yiğit Özşener,"ece yörenç ,melek gençoglu",andaç haznedaroğlu,toygar işıklı,Drama,Romantic,kerem çatay,22,1.0,2007
98.0,6/2/2007 0:00,Show TV,1,Hayat Apartmanı,pastel film,Ahmet Mümtaz Taylan,Köksal Çalık,Levent Ülgen,"müfit can saçıntı , yılmaz okumuş , caner güler",hüdaverdi yavuz,cahit berkay,Family,Comedy,yaşar i̇rvül,20,0.0,2007
90.0,1/1/2007,Star TV,2,Vazgeç Gönlüm,gold film,Murat Han,İrem Altuğ,Bulut Aras,"ayşe teker, nur araboğa, zeliha doğan, rasim doğan, deniz kamacı, sevgi yılmaz, devrim yıldız özdemir, berfu soner",adnan güler,cahit berkay,Drama,No second genre,faruk turgut,20,0.0,2007
100.0,8/30/2007,Kanal D,2,Annem,gold film,Vahide Perçin,Duygu Yetiş,Talat Bulut,gamze özer,faruk teber,kıraç,Drama,No second genre,faruk turgut,20,0.0,2007
90.0,9/20/2007,atv,3,Elveda Rumeli,adam film,Erdal Özyağcılar,Şebnem Sönmez,Gülçin Santırcıoğlu,alican yaraş,serdar akar,ayşe önder,Drama,History,tarkan karlıdağ,20,0.0,2007
90.0,4/19/2007 0:00,Kanal D,10,Kurtlar Vadisi: Pusu,pana film,Muhammed Necati Şaşmaz,Kenan Çoban,Gürkan Uygun,"raci şaşmaz ,bahadır özdener ,cüneyt aysan ,pana yazım grubu ,murat koca ,cahit kayaoğlu ,selma hacıosmanoğlu ,ayşegül hacıosmanoğlu",onur tan,gökhan kırdar,Action & Adventure,Drama,raci şaşmaz,20,0.0,2007
100.0,9/7/2007,Kanal D,1,Menekşe ile Halil,ay yapım,Sedef Avcı,Kıvanç Tatlıtuğ,Hasan Küçükçetin,"melek gençoğlu, ece yörenç, elif şafak",uluç bayraktar,toygar işıklı,Drama,Romantic,kerem çatay,20,0.0,2007
90.0,7/3/2007,Kanal D,1,Genco,d productions,Alpay Kemal Atalan,Selen Seyven,Hazal Kaya,i̇lker barış,kemal uzun,cem erman,Drama,Family,"olcay tomakin, abdullah yayla, yahya tomakin, necmi kolayca, serkan ipek",20,0.0,2007
80.0,9/10/2007,atv,1,Fesupanallah,pana film,Şafak Sezer,Kadir Çöpdemir,Hasan Kaçan,"hasan kaçan, ozan aksungur, behiç pek, ali demirel, nil güleç ünsal",zübeyr şaşmaz,erkin koray,Drama,Comedy,raci şaşmaz,20,0.0,2007
85.0,9/3/2007,Show TV,1,Kuzey Rüzgârı,duka film,Kadir İnanır,Oktay Kaynarca,Ebru Kocaağa,"baykut badem, filiz ekinci, arzu birol",mustafa şevki doğan,"aydoğan ataş, soner akalın",Romantic,Action & Adventure,i̇brahim mertoğlu,20,0.0,2007
98.0,1/1/2007,Star TV,1,Sır Gibi,fm yapım,İsmet Üstekin,Kaya Erdaş,Tuğçe Ersoy,neslihan eyüboğlu,şengül halat atak,nail yurtsever,Drama,Family,Unknown,20,0.0,2007
